Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other (U/O) Count,U/O Average Years in Title,U/O Average Years at School
2020,,28Q050,,,3,60,22,*,,,*,,,*,*,*,8,3.9,3.9,7,8.8,6.0,*,*,*,5,12.6,7.9,38,10.4,10.0,*,*,*,*,,
2020,,28Q054,,,2,39,20,*,,,*,,,*,*,*,9,5.2,4.4,*,,,*,*,*,8,12.6,11.8,17,12.2,10.6,*,*,*,*,,
2020,,28Q055,,,2,42,15,8,16.8,12.3,34,14.8,11.9,*,*,*,*,,,5,17.2,8.0,*,*,*,*,,,34,15.1,12.9,*,*,*,*,,
2020,,28Q072,,,2,26,16,8,18.0,15.0,18,14.8,11.6,*,*,*,*,,,16,17.1,12.3,*,*,*,*,,,*,,,*,*,*,*,,
2020,,28Q080,,,3,35,22,5,13.3,13.2,30,11.5,9.8,*,*,*,*,,,14,12.0,10.0,*,*,*,*,,,16,12.9,11.7,*,*,*,*,,
2020,,28Q082,,,3,48,12,5,18.1,8.9,43,10.6,9.1,*,*,*,*,,,*,,,*,*,*,9,8.0,3.9,30,12.9,11.3,*,*,*,*,,
2020,,28Q086,,,3,56,19,8,14.0,12.0,48,16.8,13.3,*,*,*,*,,,*,,,*,*,*,7,13.8,12.7,42,16.6,13.2,*,*,*,*,,
2020,,28Q099,,,3,58,35,9,13.2,11.2,49,12.6,11.5,*,*,*,*,,,*,,,*,*,*,*,,,50,12.5,11.4,*,*,*,*,,
2020,,28Q101,,,3,42,14,6,12.8,12.7,36,10.7,8.5,*,*,*,*,,,*,,,*,*,*,*,,,36,10.8,8.7,*,*,*,*,,
2020,,28Q117,,,3,59,26,*,,,*,,,*,*,*,5,12.6,12.6,9,13.1,9.2,*,*,*,9,15.7,14.8,36,16.4,14.4,*,*,*,*,,
2020,,28Q121,,,3,52,14,6,16.7,16.7,46,11.0,10.5,*,*,*,*,,,*,,,*,*,*,*,,,45,11.4,10.9,*,*,*,*,,
2020,,28Q139,,,2,47,17,*,,,*,,,*,*,*,*,,,*,,,*,*,*,7,10.0,9.3,32,15.3,12.8,*,*,*,*,,
2020,,28Q140,,,2,30,12,6,2.7,2.0,24,12.8,9.2,*,*,*,*,,,11,12.7,9.6,*,*,*,*,,,12,11.4,8.3,*,*,*,*,,
2020,,28Q144,,,3,58,17,5,14.2,12.3,53,14.5,12.4,*,*,*,5,7.4,6.1,*,,,*,*,*,*,,,48,14.7,12.8,*,*,*,*,,
2020,,28Q157,,,5,103,32,12,11.8,8.5,91,8.6,7.3,*,*,*,10,9.5,7.8,*,,,*,*,*,9,11.9,6.8,81,8.5,7.2,*,*,*,*,,
2020,,28Q160,,,3,38,19,*,,,*,,,*,*,*,*,,,6,17.3,14.0,*,*,*,*,,,26,13.4,10.9,*,*,*,*,,
2020,,28Q161,,,2,46,19,9,14.7,12.0,37,17.9,14.6,*,*,*,*,,,5,20.8,14.9,*,*,*,*,,,35,16.6,14.0,*,*,*,*,,
2020,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28Q167,,,3,70,15,20,5.7,4.1,50,6.4,4.1,*,*,*,9,4.0,3.0,9,5.7,4.5,*,*,*,7,6.3,2.7,41,6.7,4.5,*,*,*,*,,
2020,,28Q174,,,2,44,21,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,40,14.2,10.1,*,*,*,*,,
2020,,28Q175,,,2,51,24,*,,,*,,,*,*,*,*,,,6,14.2,9.4,*,*,*,*,,,36,15.8,12.9,*,*,*,*,,
2020,,28Q182,,,3,55,23,*,,,*,,,*,*,*,*,,,*,,,*,*,*,14,16.4,13.5,37,14.2,11.2,*,*,*,*,,
2020,,28Q190,,,4,65,12,18,14.4,10.9,47,10.4,8.2,*,*,*,8,8.3,8.1,6,14.1,8.6,*,*,*,12,7.7,6.5,37,13.2,10.3,*,*,*,*,,
2020,,28Q196,,,3,62,17,5,17.4,10.0,57,10.9,8.2,*,*,*,*,,,*,,,*,*,*,6,14.0,8.3,51,11.5,8.7,*,*,*,*,,
2020,,28Q206,,,2,41,20,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,33,14.9,12.0,*,*,*,*,,
2020,,28Q217,,,5,106,34,32,13.8,12.4,74,10.6,8.6,*,*,*,11,7.2,5.4,21,14.8,12.8,*,*,*,18,13.9,12.2,50,10.5,8.7,*,*,*,*,,
2020,,28Q220,,,3,45,26,9,9.4,4.3,36,12.4,11.2,*,*,*,*,,,*,,,*,*,*,5,3.2,3.2,35,13.0,10.5,*,*,*,*,,
2020,,28Q287,,,2,28,8,6,7.8,3.9,22,8.2,3.3,*,*,*,*,,,12,10.1,4.0,*,*,*,*,,,6,7.1,3.3,*,*,*,*,,
2020,,28Q303,,,2,20,4,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,17,10.8,5.2,*,*,*,*,,
2020,,28Q312,,,1,22,6,*,,,*,,,*,*,*,*,,,6,3.8,1.5,*,*,*,5,4.9,3.7,11,3.4,1.7,*,*,*,*,,
2020,,28Q332,,,2,26,5,*,,,*,,,*,*,*,*,,,7,9.2,1.7,*,*,*,*,,,15,9.4,2.7,*,*,*,*,,
2020,,28Q349,,,2,38,9,*,,,*,,,*,*,*,6,4.5,1.5,5,3.9,2.0,*,*,*,5,3.9,2.0,21,4.0,1.7,*,*,*,*,,
2020,,28Q354,,,2,41,25,*,,,*,,,*,*,*,*,,,14,9.7,4.5,*,*,*,6,6.6,4.4,20,7.6,4.9,*,*,*,*,,
2020,,28Q358,,,2,31,9,8,5.0,2.4,23,5.2,2.4,*,*,*,*,,,12,6.8,2.4,*,*,*,*,,,10,3.3,2.0,*,*,*,*,,
2020,,29Q015,,,2,26,12,*,,,*,,,*,*,*,*,,,11,9.0,7.5,*,*,*,*,,,10,8.3,4.4,*,*,*,*,,
2020,,29Q033,,,3,60,17,7,9.0,8.0,53,16.0,11.8,*,*,*,*,,,9,18.1,17.1,*,*,*,5,15.2,10.1,41,14.3,10.1,*,*,*,*,,
2020,,29Q034,,,3,37,19,*,,,*,,,*,*,*,*,,,8,9.9,9.9,*,*,*,*,,,26,5.8,5.0,*,*,*,*,,
2020,,29Q035,,,3,44,18,*,,,*,,,*,*,*,9,9.0,7.0,9,11.2,5.0,*,*,*,*,,,23,14.7,11.4,*,*,*,*,,
2020,,29Q036,,,3,31,12,*,,,*,,,*,*,*,*,,,16,15.6,9.8,*,*,*,*,,,13,8.0,5.6,*,*,*,*,,
2020,,29Q037,,,2,29,11,*,,,*,,,*,*,*,*,,,18,13.4,10.9,*,*,*,*,,,10,15.6,15.1,*,*,*,*,,
2020,,29Q038,,,2,21,6,*,,,*,,,*,*,*,*,,,8,11.5,7.2,*,*,*,*,,,11,17.8,11.2,*,*,*,*,,
2020,,29Q052,,,2,33,20,*,,,*,,,*,*,*,*,,,18,14.9,12.6,*,*,*,*,,,12,15.9,13.3,*,*,*,*,,
2020,,29Q059,,,3,38,9,6,10.3,7.0,32,12.4,7.1,*,*,*,*,,,24,13.5,8.5,*,*,*,*,,,8,9.0,5.9,*,*,*,*,,
2020,,29Q095,,,3,86,21,15,16.8,13.7,71,13.6,11.8,*,*,*,9,13.0,12.5,26,11.5,8.6,*,*,*,19,16.2,14.6,31,15.7,13.6,*,*,*,*,,
2020,,29Q109,,,5,78,16,21,14.4,8.2,57,11.8,8.0,*,*,*,6,14.0,10.1,33,13.5,8.7,*,*,*,5,12.6,5.4,31,11.4,7.9,*,*,*,*,,
2020,,29Q116,,,3,58,22,*,,,*,,,*,*,*,*,,,32,12.6,9.5,*,*,*,*,,,20,11.5,7.4,*,*,*,*,,
2020,,29Q118,,,2,29,14,*,,,*,,,*,*,*,*,,,18,18.5,9.8,*,*,*,*,,,8,15.1,10.3,*,*,*,*,,
2020,,29Q131,,,4,42,18,7,16.4,10.6,35,12.3,9.1,*,*,*,*,,,*,,,*,*,*,*,,,36,13.2,9.7,*,*,*,*,,
2020,,29Q132,,,1,29,14,5,11.1,6.2,24,14.2,12.5,*,*,*,*,,,18,12.8,11.5,*,*,*,*,,,8,16.0,14.5,*,*,*,*,,
2020,,29Q134,,,2,31,12,*,,,*,,,*,*,*,*,,,14,15.6,12.7,*,*,*,*,,,13,16.7,12.6,*,*,*,*,,
2020,,29Q135,,,4,67,29,6,12.8,9.5,61,15.5,13.3,*,*,*,*,,,12,20.6,19.5,*,*,*,6,15.8,13.6,45,14.4,11.6,*,*,*,*,,
2020,,29Q136,,,2,38,15,*,,,*,,,*,*,*,*,,,27,13.0,10.3,*,*,*,*,,,8,16.6,14.7,*,*,*,*,,
2020,,29Q138,,,4,47,16,7,10.9,8.2,40,15.1,10.1,*,*,*,*,,,17,15.3,10.8,*,*,*,9,11.7,8.8,19,15.9,10.0,*,*,*,*,,
2020,,29Q147,,,2,47,17,7,10.3,8.5,40,13.8,10.2,*,*,*,*,,,24,13.1,9.8,*,*,*,*,,,21,13.2,10.7,*,*,*,*,,
2020,,29Q156,,,2,15,5,*,,,*,,,*,*,*,*,,,12,19.7,12.2,*,*,*,*,,,*,,,*,*,*,*,,
2020,,29Q176,,,2,44,11,*,,,*,,,*,*,*,*,,,23,18.0,11.6,*,*,*,*,,,15,13.9,9.6,*,*,*,*,,
2020,,29Q181,,,2,34,14,*,,,*,,,*,*,*,*,,,15,10.6,7.2,*,*,*,*,,,12,11.6,8.8,*,*,*,*,,
2020,,29Q192,,,3,29,16,7,18.5,14.4,22,14.6,11.9,*,*,*,*,,,20,16.0,13.3,*,*,*,*,,,*,,,*,*,*,*,,
2020,,29Q195,,,2,34,18,5,16.1,13.3,29,16.4,13.5,*,*,*,*,,,15,17.4,14.7,*,*,*,*,,,16,17.4,14.0,*,*,*,*,,
2020,,29Q208,,,3,50,10,5,11.6,11.4,45,13.0,9.1,*,*,*,*,,,11,13.2,8.3,*,*,*,*,,,32,13.6,10.5,*,*,*,*,,
2020,,29Q238,,,5,95,18,29,11.4,8.8,66,11.4,10.2,*,*,*,10,11.2,8.9,23,12.4,11.5,*,*,*,9,10.6,7.9,51,11.4,9.7,*,*,*,*,,
2020,,29Q251,,,2,30,9,6,7.7,2.8,24,12.0,8.4,*,*,*,*,,,10,12.8,7.5,*,*,*,*,,,16,12.4,8.4,*,*,*,*,,
2020,,29Q268,,,2,48,15,7,8.5,6.0,41,9.6,6.7,*,*,*,7,6.0,5.6,12,11.9,8.8,*,*,*,6,10.8,4.6,21,9.1,6.3,*,*,*,*,,
2020,,29Q270,,,3,49,19,6,15.0,7.0,43,13.8,8.0,*,*,*,*,,,26,14.3,7.7,*,*,*,*,,,16,15.1,8.4,*,*,*,*,,
2020,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,29Q283,,,4,36,9,13,11.7,7.2,23,9.8,6.5,*,*,*,*,,,13,10.6,6.9,*,*,*,*,,,15,10.3,6.6,*,*,*,*,,
2020,,29Q289,,,1,15,2,*,,,*,,,*,*,*,*,,,11,9.3,1.1,*,*,*,*,,,*,,,*,*,*,*,,
2020,,29Q295,,,2,40,13,*,,,*,,,*,*,*,*,,,9,14.4,6.5,*,*,*,*,,,24,13.2,6.9,*,*,*,*,,
2020,,29Q355,,,3,27,6,7,11.3,5.0,20,6.7,2.5,*,*,*,*,,,12,7.4,2.8,*,*,*,*,,,9,8.2,4.1,*,*,*,*,,
2020,,29Q356,,,2,26,11,10,5.4,2.4,16,11.3,4.0,*,*,*,*,,,12,9.5,3.7,*,*,*,*,,,8,7.0,3.9,*,*,*,*,,
2020,,29Q360,,,2,16,3,*,,,*,,,*,*,*,*,,,5,10.6,2.2,*,*,*,*,,,10,7.5,2.0,*,*,*,*,,
2020,,30Q002,,,3,37,21,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,34,13.4,11.7,*,*,*,*,,
2020,,30Q010,,,5,58,14,12,14.3,12.6,46,9.9,9.4,*,*,*,*,,,*,,,*,*,*,*,,,46,10.8,10.1,*,*,*,*,,
2020,,30Q011,,,4,69,36,*,,,*,,,*,*,*,5,14.2,12.4,*,,,*,*,*,7,16.5,13.8,54,16.1,14.9,*,*,*,*,,
2020,,30Q017,,,3,45,21,*,,,*,,,*,*,*,8,4.2,3.7,*,,,*,*,*,10,4.3,4.2,21,13.0,11.5,*,*,*,*,,
2020,,30Q069,,,3,61,27,*,,,*,,,*,*,*,6,14.6,13.9,*,,,*,*,*,9,15.5,13.1,43,16.3,14.5,*,*,*,*,,
2020,,30Q070,,,4,57,17,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,51,16.5,15.7,*,*,*,*,,
2020,,30Q076,,,2,58,29,10,13.4,11.7,48,11.7,9.5,*,*,*,5,8.5,4.6,*,,,*,*,*,13,5.5,5.1,35,14.4,12.8,*,*,*,*,,
2020,,30Q078,,,2,49,7,8,6.3,6.1,41,7.3,6.8,*,*,*,*,,,*,,,*,*,*,*,,,43,6.7,6.4,*,*,*,*,,
2020,,30Q084,,,2,21,7,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,18,15.2,13.5,*,*,*,*,,
2020,,30Q085,,,3,39,20,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,32,11.0,9.7,*,*,*,*,,
2020,,30Q092,,,3,71,28,12,15.6,12.2,59,15.3,13.3,*,*,*,*,,,*,,,*,*,*,15,13.8,13.0,51,16.1,13.3,*,*,*,*,,
2020,,30Q111,,,2,38,16,7,9.5,5.4,31,9.5,6.8,*,*,*,*,,,5,7.9,4.9,*,*,*,6,8.0,6.8,21,10.2,7.5,*,*,*,*,,
2020,,30Q112,,,3,32,15,*,,,*,,,*,*,*,*,,,*,,,*,*,*,8,13.3,9.4,20,15.1,14.1,*,*,*,*,,
2020,,30Q122,,,3,75,21,7,13.1,12.2,68,13.9,12.5,*,*,*,5,13.0,11.1,*,,,*,*,*,7,17.7,16.3,59,13.9,12.6,*,*,*,*,,
2020,,30Q126,,,4,45,9,11,9.5,5.0,34,11.0,9.5,*,*,*,*,,,*,,,*,*,*,5,8.3,7.2,31,10.2,7.7,*,*,*,*,,
2020,,30Q127,,,3,92,29,20,10.4,9.5,72,11.8,10.2,*,*,*,7,12.3,8.3,6,15.3,15.1,*,*,*,33,8.8,7.9,40,13.3,11.6,*,*,*,5,8.7,8.7
2020,,30Q141,,,5,80,21,15,11.2,9.4,65,8.9,7.4,*,*,*,8,6.9,6.1,*,,,*,*,*,7,6.5,5.2,64,10.0,8.3,*,*,*,*,,
2020,,30Q145,,,4,118,25,36,15.7,14.5,82,11.9,11.0,*,*,*,5,8.6,7.6,6,13.8,14.0,*,*,*,35,11.8,10.8,71,14.0,12.9,*,*,*,*,,
2020,,30Q148,,,3,61,36,*,,,*,,,*,*,*,*,,,*,,,*,*,*,15,11.7,8.6,43,15.8,15.3,*,*,*,*,,
2020,,30Q149,,,4,69,15,7,18.6,16.1,62,14.6,12.2,*,*,*,*,,,*,,,*,*,*,33,16.2,12.6,32,14.3,12.9,*,*,*,*,,
2020,,30Q150,,,4,67,16,5,18.9,13.3,62,11.9,9.7,*,*,*,*,,,*,,,*,*,*,17,13.0,11.6,45,12.5,9.6,*,*,*,*,,
2020,,30Q151,,,3,33,23,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,26,16.0,14.4,*,*,*,*,,
2020,,30Q152,,,4,64,22,*,,,*,,,*,*,*,7,17.3,17.2,*,,,*,*,*,6,10.7,10.5,48,14.4,13.4,*,*,*,*,,
2020,,30Q166,,,3,60,15,*,,,*,,,*,*,*,*,,,*,,,*,*,*,12,22.7,21.5,45,17.7,15.3,*,*,*,*,,
2020,,30Q171,,,2,39,15,6,5.2,5.1,33,14.3,14.1,*,*,*,*,,,*,,,*,*,*,*,,,33,14.2,14.2,*,*,*,*,,
2020,,30Q204,,,2,47,10,14,6.4,4.6,33,9.3,7.8,*,*,*,*,,,5,5.4,5.4,*,*,*,14,4.0,3.5,27,11.6,9.1,*,*,*,*,,
2020,,30Q212,,,3,51,27,*,,,*,,,*,*,*,6,13.5,11.3,*,,,*,*,*,11,14.2,9.6,33,12.4,9.9,*,*,*,*,,
2020,,30Q222,,,2,19,7,*,,,*,,,*,*,*,*,,,*,,,*,*,*,5,5.3,4.5,11,13.2,9.6,*,*,*,*,,
2020,,30Q227,,,5,93,35,29,11.5,11.3,64,14.4,12.8,*,*,*,7,12.9,11.8,5,21.4,20.0,*,*,*,18,10.9,10.5,60,14.0,12.6,*,*,*,*,,
2020,,30Q228,,,2,25,11,*,,,*,,,*,*,*,*,,,*,,,*,*,*,21,13.4,10.1,*,,,*,*,*,*,,
2020,,30Q230,,,4,89,15,24,10.6,6.3,65,9.4,6.9,*,*,*,9,7.8,7.4,6,13.5,8.3,*,*,*,17,11.7,8.7,54,9.1,5.9,*,*,*,*,,
2020,,30Q234,,,3,34,25,6,16.6,7.1,28,16.1,10.9,*,*,*,*,,,*,,,*,*,*,6,14.8,6.5,23,15.8,11.5,*,*,*,*,,
2020,,30Q235,,,1,9,2,*,,,*,,,*,*,*,*,,,*,,,*,*,*,5,10.3,9.9,*,,,*,*,*,*,,
2020,,30Q280,,,2,45,8,5,13.5,6.6,40,9.2,4.9,*,*,*,*,,,*,,,*,*,*,26,9.6,5.3,14,10.5,5.0,*,*,*,*,,
2020,YOUNG WOMEN'S LEADERSHIP SCHOOL  ASTORIA,30Q286,,,2,38,4,9,6.4,5.7,29,7.2,3.6,*,*,*,5,6.5,5.6,*,,,*,*,*,*,,,26,7.5,4.5,*,*,*,*,,
2020,,30Q291,,,3,33,8,11,5.5,3.9,22,7.7,4.0,*,*,*,*,,,*,,,*,*,*,8,4.8,3.6,21,8.1,4.1,*,*,*,*,,
2020,,30Q300,,,3,29,10,8,8.8,2.7,21,3.4,1.9,*,*,*,8,2.4,1.9,*,,,*,*,*,9,7.2,2.3,9,5.8,2.2,*,*,*,*,,
2020,,30Q329,,,2,39,11,*,,,*,,,*,*,*,*,,,*,,,*,*,*,15,5.4,2.9,17,7.1,2.6,*,*,*,*,,
2020,,30Q361,,,2,31,7,*,,,*,,,*,*,*,5,7.7,2.2,*,,,*,*,*,7,5.9,2.2,16,5.1,1.9,*,*,*,*,,
2020,,30Q384,,,1,6,3,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,5,5.0,0.7,*,*,*,*,,
2020,,30Q398,,,1,11,4,*,,,*,,,*,*,*,*,,,*,,,*,*,*,5,1.5,0.1,*,,,*,*,*,*,,
2020,,31R001,,,2,37,21,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,35,12.4,8.2,*,*,*,*,,
2020,,31R002,,,4,79,26,12,7.4,5.5,67,12.4,9.7,*,*,*,*,,,*,,,*,*,*,10,7.8,3.2,58,12.6,10.2,*,*,*,8,9.6,7.5
2020,,31R003,,,3,47,49,5,8.0,7.8,42,15.7,11.8,*,*,*,*,,,*,,,*,*,*,*,,,42,15.4,11.7,*,*,*,*,,
2020,,31R004,,,3,87,40,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,82,13.1,10.7,*,*,*,*,,
2020,,31R005,,,2,23,22,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,21,11.9,6.3,*,*,*,*,,
2020,,31R006,,,2,55,59,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,50,14.2,10.8,*,*,*,*,,
2020,,31R007,,,5,76,47,15,15.2,11.5,61,12.5,9.2,*,*,*,*,,,*,,,*,*,*,7,15.7,13.0,67,12.7,9.2,*,*,*,*,,
2020,,31R008,,,3,32,32,6,14.3,7.0,26,11.4,9.1,*,*,*,*,,,*,,,*,*,*,*,,,32,11.9,8.7,*,*,*,*,,
2020,,31R009,,,2,35,16,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,30,5.5,3.0,*,*,*,*,,
2020,,31R010,,,2,21,13,*,,,*,,,*,*,*,*,,,*,,,*,*,*,5,5.1,2.7,13,5.4,2.3,*,*,*,*,,
2020,,31R011,,,2,27,14,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,25,11.2,9.0,*,*,*,*,,
2020,,31R013,,,4,68,41,9,7.0,4.7,59,13.6,10.8,*,*,*,*,,,*,,,*,*,*,5,16.6,6.0,57,12.6,10.7,*,*,*,*,,
2020,,31R016,,,3,42,29,*,,,*,,,*,*,*,*,,,*,,,*,*,*,8,6.9,5.3,32,15.6,14.1,*,*,*,*,,
2020,,31R018,,,2,44,26,6,16.1,10.2,38,16.2,13.9,*,*,*,*,,,*,,,*,*,*,*,,,35,16.5,14.3,*,*,*,*,,
2020,,31R019,,,3,47,34,*,,,*,,,*,*,*,*,,,*,,,*,*,*,13,14.6,6.6,28,11.1,7.5,*,*,*,*,,
2020,,31R020,,,2,43,22,*,,,*,,,*,*,*,*,,,*,,,*,*,*,15,9.7,7.8,26,13.2,11.8,*,*,*,*,,
2020,,31R021,,,3,37,20,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,29,11.0,9.3,*,*,*,*,,
2020,,31R022,,,4,78,49,5,15.8,12.1,73,14.5,9.7,*,*,*,*,,,*,,,*,*,*,12,13.4,3.8,59,14.8,11.2,*,*,*,*,,
2020,,31R023,,,2,46,33,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,43,12.8,9.7,*,*,*,*,,
2020,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,71M157,,,2,26,6,16,3.0,1.4,10,4.6,2.0,*,*,*,*,,,*,,,*,*,*,6,3.2,1.0,12,3.0,2.0,*,*,*,*,,
2020,,31R024,,,5,109,71,18,14.0,10.8,91,14.0,12.4,*,*,*,*,,,*,,,*,*,*,*,,,101,13.9,12.0,*,*,*,*,,
2020,,31R026,,,2,27,7,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,24,9.0,7.2,*,*,*,*,,
2020,,31R027,,,5,74,32,19,15.3,12.1,55,14.2,10.8,*,*,*,*,,,*,,,*,*,*,9,10.6,7.2,56,15.3,12.2,*,*,*,*,,
2020,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,31R028,,,1,32,8,11,7.3,2.2,21,7.1,2.5,*,*,*,*,,,9,11.3,2.6,*,*,*,*,,,19,5.2,2.5,*,*,*,*,,
2020,,31R029,,,3,44,39,10,12.7,8.6,34,11.7,10.0,*,*,*,*,,,*,,,*,*,*,*,,,39,12.4,10.2,*,*,*,*,,
2020,,31R030,,,3,61,38,5,13.8,7.8,56,14.4,12.4,*,*,*,5,13.6,13.6,*,,,*,*,*,*,,,53,14.3,11.8,*,*,*,*,,
2020,,31R031,,,2,41,30,*,,,*,,,*,*,*,*,,,8,12.2,8.0,*,*,*,*,,,28,14.8,12.0,*,*,*,*,,
2020,,31R032,,,3,45,34,5,8.0,6.6,40,15.6,12.7,*,*,*,*,,,*,,,*,*,*,*,,,43,15.1,12.3,*,*,*,*,,
2020,,31R034,,,5,79,44,10,15.4,13.7,69,10.9,9.0,*,*,*,*,,,*,,,*,*,*,*,,,75,11.9,9.8,*,*,*,*,,
2020,,31R035,,,1,25,18,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,23,14.3,9.4,*,*,*,*,,
2020,,31R036,,,3,62,61,7,15.8,11.2,55,13.3,9.5,*,*,*,*,,,*,,,*,*,*,*,,,59,13.6,10.0,*,*,*,*,,
2020,,31R038,,,2,33,16,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,30,10.4,9.3,*,*,*,*,,
2020,,31R039,,,3,40,17,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,37,11.6,9.1,*,*,*,*,,
2020,,31R041,,,3,48,23,*,,,*,,,*,*,*,*,,,*,,,*,*,*,5,5.4,2.0,42,12.7,10.3,*,*,*,*,,
2020,,31R042,,,4,73,40,*,,,*,,,*,*,*,*,,,*,,,*,*,*,5,13.7,9.2,68,12.0,10.1,*,*,*,*,,
2020,,31R044,,,4,63,41,6,14.8,9.6,57,14.4,11.7,*,*,*,*,,,*,,,*,*,*,11,8.0,5.5,49,15.7,12.8,*,*,*,*,,
2020,,31R045,,,4,57,32,*,,,*,,,*,*,*,*,,,*,,,*,*,*,6,11.0,6.8,48,11.9,9.4,*,*,*,*,,
2020,,31R046,,,2,24,16,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,23,12.9,11.9,*,*,*,*,,
2020,,31R048,,,3,65,51,7,13.1,4.9,58,12.4,6.8,*,*,*,*,,,*,,,*,*,*,6,9.7,6.4,58,12.9,6.7,*,*,*,*,,
2020,,31R049,,,3,53,18,15,12.1,9.7,38,10.7,8.6,*,*,*,*,,,7,12.7,8.2,*,*,*,12,9.8,7.7,32,11.5,9.7,*,*,*,*,,
2020,,31R050,,,3,52,34,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,48,14.4,9.6,*,*,*,*,,
2020,,31R051,,,4,99,37,26,13.3,9.7,73,13.4,9.1,*,*,*,*,,,*,,,*,*,*,6,9.0,3.9,87,13.6,9.6,*,*,*,*,,
2020,,31R052,,,3,47,29,5,3.6,3.2,42,12.8,9.4,*,*,*,*,,,*,,,*,*,*,*,,,42,12.5,9.6,*,*,*,*,,
2020,,31R053,,,3,55,38,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,51,15.6,12.6,*,*,*,*,,
2020,,31R054,,,2,61,38,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,55,14.1,10.9,*,*,*,*,,
2020,,31R055,,,2,44,35,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,42,14.7,12.6,*,*,*,*,,
2020,,31R056,,,3,47,37,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,44,13.4,10.5,*,*,*,*,,
2020,,31R057,,,3,53,31,*,,,*,,,*,*,*,*,,,6,11.2,11.2,*,*,*,6,16.2,12.2,37,14.2,12.8,*,*,*,*,,
2020,,31R058,,,3,55,55,*,,,*,,,*,*,*,*,,,*,,,*,*,*,5,12.4,7.9,50,16.1,11.9,*,*,*,*,,
2020,,31R059,,,2,27,14,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,19,7.3,3.2,*,*,*,*,,
2020,,31R060,,,3,61,30,5,14.7,14.0,56,14.8,12.4,*,*,*,*,,,*,,,*,*,*,*,,,59,15.1,12.6,*,*,*,*,,
2020,,31R061,,,5,81,31,14,13.3,9.4,67,12.6,11.1,*,*,*,*,,,*,,,*,*,*,*,,,73,12.7,10.8,*,*,*,*,,
2020,,31R062,,,1,27,17,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,26,9.7,2.0,*,*,*,*,,
2020,,31R063,,,1,35,5,5,9.6,7.1,30,9.7,6.3,*,*,*,*,,,*,,,*,*,*,*,,,29,9.0,6.6,*,*,*,*,,
2020,,31R065,,,2,33,30,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,29,11.0,7.2,*,*,*,*,,
2020,,31R068,,,1,22,15,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,12,8.9,1.4,*,*,*,*,,
2020,,31R069,,,5,100,44,6,10.0,7.1,94,10.2,7.6,*,*,*,*,,,*,,,*,*,*,*,,,94,10.5,7.8,*,*,*,*,,
