DBN,School Name,Regents Exam,Exam,Year,Mean Score,Total Tested,Black_Percent,Hispanic_Percent,Asian_Percent,White_Percent,Teacher_Count,School Type,CTE,Transfer,ELL_Percent,EconDisadvantaged_Pct,SpecialEd_Pct,Homeless_Pct,NeedsIndex,ATTENDANCE_RATE,ClassSize_Algebra,ClassSize_Biology,ClassSize,NYSED_School_Name,INSTITUTION_ID,latitude,longitude,ZIP Code,Neighborhood
71M630,Art and Design High School,Living Environment,Living_Env,2022,76.13,159,13.84,49.06,11.95,25.16,97,Career Technical,1.0,0.0,1.0,56.0,23.0,3.0,1.0,85.0,17.0,26.0,26.0,ART AND DESIGN HIGH SCHOOL,800000046734.0,40.759248,-73.967204,10022,Gramercy Park - Murray Hill
71M630,Art and Design High School,Common Core English,ELA,2022,83.36,425,15.29,45.18,11.29,28.24,97,Career Technical,1.0,0.0,1.0,56.0,23.0,3.0,1.0,85.0,17.0,26.0,21.5,ART AND DESIGN HIGH SCHOOL,800000046734.0,40.759248,-73.967204,10022,Gramercy Park - Murray Hill
71M650,Cascades High School,Common Core English,ELA,2022,64.0,11,100.0,0.0,0.0,0.0,13,Transfer School,0.0,1.0,7.0,89.0,40.0,8.0,1.0,50.0,3.0,4.0,3.5,CASCADES HIGH SCHOOL,800000046808.0,40.722415,-73.990468,10002,Union Square - Lower East Side
71M655,The High School for Climate Justice,Living Environment,Living_Env,2022,60.5,13,0.0,100.0,0.0,0.0,27,General Academic,0.0,0.0,11.0,83.0,27.0,13.0,1.0,79.0,23.0,30.0,30.0,HIGH SCHOOL FOR CLIMATE JUSTICE ,800000046737.0,40.78358769,-73.9458592,10128,Upper East Side
71M655,The High School for Climate Justice,Common Core English,ELA,2022,64.4,59,38.98,50.85,10.17,0.0,27,General Academic,0.0,0.0,11.0,83.0,27.0,13.0,1.0,79.0,23.0,30.0,26.5,HIGH SCHOOL FOR CLIMATE JUSTICE ,800000046737.0,40.78358769,-73.9458592,10128,Upper East Side
71M655,The High School for Climate Justice,Common Core Algebra,Algebra_I,2022,56.03,71,23.94,64.79,11.27,0.0,27,General Academic,0.0,0.0,11.0,83.0,27.0,13.0,1.0,79.0,23.0,30.0,23.0,HIGH SCHOOL FOR CLIMATE JUSTICE ,800000046737.0,40.78358769,-73.9458592,10128,Upper East Side
72X213,Bronx Engineering and Technology Academy,Living Environment,Living_Env,2022,65.54,64,37.5,62.5,0.0,0.0,31,General Academic,0.0,0.0,13.0,90.0,30.0,8.0,1.0,80.0,24.0,24.0,24.0,BRONX ENG & TECH ACADEMY,800000057979.0,40.877379,-73.912686,10463,Kingsbridge - Riverdale
72X213,Bronx Engineering and Technology Academy,Common Core Algebra,Algebra_I,2022,57.19,78,32.05,67.95,0.0,0.0,31,General Academic,0.0,0.0,13.0,90.0,30.0,8.0,1.0,80.0,24.0,24.0,24.0,BRONX ENG & TECH ACADEMY,800000057979.0,40.877379,-73.912686,10463,Kingsbridge - Riverdale
72X213,Bronx Engineering and Technology Academy,Common Core English,ELA,2022,62.34,88,31.82,68.18,0.0,0.0,31,General Academic,0.0,0.0,13.0,90.0,30.0,8.0,1.0,80.0,24.0,24.0,24.0,BRONX ENG & TECH ACADEMY,800000057979.0,40.877379,-73.912686,10463,Kingsbridge - Riverdale
72X227,Bronx Collegiate Academy,Living Environment,Living_Env,2022,68.05,110,27.27,72.73,0.0,0.0,27,General Academic,0.0,0.0,18.0,89.0,22.0,13.0,1.0,87.0,18.0,15.0,15.0,BRONX COLLEGIATE ACADEMY,800000057984.0,40.839307,-73.911366,10457,Crotona - Tremont
72X227,Bronx Collegiate Academy,Common Core Algebra,Algebra_I,2022,61.58,113,26.55,73.45,0.0,0.0,27,General Academic,0.0,0.0,18.0,89.0,22.0,13.0,1.0,87.0,18.0,15.0,18.0,BRONX COLLEGIATE ACADEMY,800000057984.0,40.839307,-73.911366,10457,Crotona - Tremont
72X227,Bronx Collegiate Academy,Common Core English,ELA,2022,64.4,241,30.29,69.71,0.0,0.0,27,General Academic,0.0,0.0,18.0,89.0,22.0,13.0,1.0,87.0,18.0,15.0,16.5,BRONX COLLEGIATE ACADEMY,800000057984.0,40.839307,-73.911366,10457,Crotona - Tremont
73K555,Bronx Collegiate Academy,Living Environment,Living_Env,2022,68.05,110,27.27,72.73,0.0,0.0,34,General Academic,0.0,0.0,2.0,74.0,18.0,3.0,1.0,90.0,20.0,21.0,21.0,BROOKLYN COLLEGE ACADEMY,800000043532.0,40.839307,-73.911366,10457,Crotona - Tremont
73K555,Bronx Collegiate Academy,Common Core Algebra,Algebra_I,2022,61.58,113,26.55,73.45,0.0,0.0,34,General Academic,0.0,0.0,2.0,74.0,18.0,3.0,1.0,90.0,20.0,21.0,20.0,BROOKLYN COLLEGE ACADEMY,800000043532.0,40.839307,-73.911366,10457,Crotona - Tremont
73K555,Bronx Collegiate Academy,Common Core English,ELA,2022,64.4,241,30.29,69.71,0.0,0.0,34,General Academic,0.0,0.0,2.0,74.0,18.0,3.0,1.0,90.0,20.0,21.0,20.5,BROOKLYN COLLEGE ACADEMY,800000043532.0,40.839307,-73.911366,10457,Crotona - Tremont
72X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",Living Environment,Living_Env,2022,59.87,44,27.27,72.73,0.0,0.0,25,General Academic,0.0,0.0,12.0,87.0,23.0,12.0,1.0,76.0,19.0,18.0,18.0,MARIE CURIE HIGH SCHOOL-NURSING,800000058085.0,40.875636,-73.901565,10463,Kingsbridge - Riverdale
72X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",Common Core Algebra,Algebra_I,2022,53.38,73,26.03,73.97,0.0,0.0,25,General Academic,0.0,0.0,12.0,87.0,23.0,12.0,1.0,76.0,19.0,18.0,19.0,MARIE CURIE HIGH SCHOOL-NURSING,800000058085.0,40.875636,-73.901565,10463,Kingsbridge - Riverdale
72X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",Common Core English,ELA,2022,58.16,127,29.92,70.08,0.0,0.0,25,General Academic,0.0,0.0,12.0,87.0,23.0,12.0,1.0,76.0,19.0,18.0,18.5,MARIE CURIE HIGH SCHOOL-NURSING,800000058085.0,40.875636,-73.901565,10463,Kingsbridge - Riverdale
72X249,Bronx Health Sciences High School,Living Environment,Living_Env,2022,65.62,68,60.29,39.71,0.0,0.0,25,General Academic,0.0,0.0,8.0,86.0,18.0,12.0,1.0,85.0,25.0,25.0,25.0,BRONX HEALTH SCIENCES HIGH SCHOOL,800000057980.0,40.874035,-73.831669,10475,Northeast Bronx
72X249,Bronx Health Sciences High School,Common Core Algebra,Algebra_I,2022,51.96,70,57.14,42.86,0.0,0.0,25,General Academic,0.0,0.0,8.0,86.0,18.0,12.0,1.0,85.0,25.0,25.0,25.0,BRONX HEALTH SCIENCES HIGH SCHOOL,800000057980.0,40.874035,-73.831669,10475,Northeast Bronx
72X250,Eximius College Preparatory Academy: A College Board School,Common Core Algebra,Algebra_I,2022,60.1,60,0.0,100.0,0.0,0.0,28,General Academic,0.0,0.0,10.0,89.0,25.0,11.0,1.0,89.0,24.0,22.0,24.0,EXIMIUS COLLEGE PREP ACADEMY,800000059076.0,40.833884,-73.902794,10456,High Bridge - Morrisania
72X250,Eximius College Preparatory Academy: A College Board School,Living Environment,Living_Env,2022,61.95,83,28.92,71.08,0.0,0.0,28,General Academic,0.0,0.0,10.0,89.0,25.0,11.0,1.0,89.0,24.0,22.0,22.0,EXIMIUS COLLEGE PREP ACADEMY,800000059076.0,40.833884,-73.902794,10456,High Bridge - Morrisania
72X250,Eximius College Preparatory Academy: A College Board School,Common Core English,ELA,2022,71.86,98,42.86,57.14,0.0,0.0,28,General Academic,0.0,0.0,10.0,89.0,25.0,11.0,1.0,89.0,24.0,22.0,23.0,EXIMIUS COLLEGE PREP ACADEMY,800000059076.0,40.833884,-73.902794,10456,High Bridge - Morrisania
72X251,Explorations Academy High School,Common Core English,ELA,2022,49.7,29,0.0,100.0,0.0,0.0,27,General Academic,0.0,0.0,20.0,89.0,31.0,18.0,1.0,83.0,20.0,19.0,19.5,EXPLORATIONS ACADEMY HS,800000059077.0,40.836245,-73.890591,10460,Crotona - Tremont
72X251,Explorations Academy High School,Common Core Algebra,Algebra_I,2022,57.5,42,0.0,100.0,0.0,0.0,27,General Academic,0.0,0.0,20.0,89.0,31.0,18.0,1.0,83.0,20.0,19.0,20.0,EXPLORATIONS ACADEMY HS,800000059077.0,40.836245,-73.890591,10460,Crotona - Tremont
72X251,Explorations Academy High School,Living Environment,Living_Env,2022,58.2,46,0.0,100.0,0.0,0.0,27,General Academic,0.0,0.0,20.0,89.0,31.0,18.0,1.0,83.0,20.0,19.0,19.0,EXPLORATIONS ACADEMY HS,800000059077.0,40.836245,-73.890591,10460,Crotona - Tremont
72X252,Mott Hall Bronx High School,Living Environment,Living_Env,2022,63.8,53,0.0,100.0,0.0,0.0,31,General Academic,0.0,0.0,13.0,92.0,26.0,10.0,1.0,79.0,33.0,30.0,30.0,MOTT HALL BRONX HIGH SCHOOL,800000059091.0,40.839508,-73.901774,10457,Crotona - Tremont
72X252,Mott Hall Bronx High School,Common Core Algebra,Algebra_I,2022,54.7,59,0.0,100.0,0.0,0.0,31,General Academic,0.0,0.0,13.0,92.0,26.0,10.0,1.0,79.0,33.0,30.0,33.0,MOTT HALL BRONX HIGH SCHOOL,800000059091.0,40.839508,-73.901774,10457,Crotona - Tremont
72X253,Bronx High School for Writing and Communication Arts,Common Core English,ELA,2022,65.1,21,57.14,42.86,0.0,0.0,18,General Academic,0.0,0.0,17.0,85.0,25.0,10.0,1.0,86.0,20.0,19.0,19.5,BRONX HIGH SCH-WRITING & COMM ARTS,800000057981.0,40.875172,-73.861649,10467,Fordham - Bronx Park
72X253,Bronx High School for Writing and Communication Arts,Living Environment,Living_Env,2022,59.15,45,62.22,37.78,0.0,0.0,18,General Academic,0.0,0.0,17.0,85.0,25.0,10.0,1.0,86.0,20.0,19.0,19.0,BRONX HIGH SCH-WRITING & COMM ARTS,800000057981.0,40.875172,-73.861649,10467,Fordham - Bronx Park
72X253,Bronx High School for Writing and Communication Arts,Common Core Algebra,Algebra_I,2022,58.27,50,68.0,32.0,0.0,0.0,18,General Academic,0.0,0.0,17.0,85.0,25.0,10.0,1.0,86.0,20.0,19.0,20.0,BRONX HIGH SCH-WRITING & COMM ARTS,800000057981.0,40.875172,-73.861649,10467,Fordham - Bronx Park
72X260,Bronx Center for Science and Mathematics,Living Environment,Living_Env,2022,68.45,62,32.26,67.74,0.0,0.0,30,General Academic,0.0,0.0,9.0,90.0,23.0,4.0,1.0,85.0,8.0,16.0,16.0,BRONX CENTER FOR SCI & MATH,800000059106.0,40.833884,-73.902794,10456,High Bridge - Morrisania
72X260,Bronx Center for Science and Mathematics,Common Core Algebra,Algebra_I,2022,61.45,77,31.17,68.83,0.0,0.0,30,General Academic,0.0,0.0,9.0,90.0,23.0,4.0,1.0,85.0,8.0,16.0,8.0,BRONX CENTER FOR SCI & MATH,800000059106.0,40.833884,-73.902794,10456,High Bridge - Morrisania
72X263,Validus Preparatory Academy,Living Environment,Living_Env,2022,58.16,59,50.85,49.15,0.0,0.0,24,General Academic,0.0,0.0,14.0,91.0,27.0,12.0,1.0,77.0,17.0,15.0,15.0,VALIDUS PREP ACADEMY,800000059128.0,40.839508,-73.901774,10457,Crotona - Tremont
72X263,Validus Preparatory Academy,Common Core Algebra,Algebra_I,2022,55.07,72,52.78,47.22,0.0,0.0,24,General Academic,0.0,0.0,14.0,91.0,27.0,12.0,1.0,77.0,17.0,15.0,17.0,VALIDUS PREP ACADEMY,800000059128.0,40.839508,-73.901774,10457,Crotona - Tremont
72X263,Validus Preparatory Academy,Common Core English,ELA,2022,61.48,98,41.84,58.16,0.0,0.0,24,General Academic,0.0,0.0,14.0,91.0,27.0,12.0,1.0,77.0,17.0,15.0,16.0,VALIDUS PREP ACADEMY,800000059128.0,40.839508,-73.901774,10457,Crotona - Tremont
72X264,Bronx Academy for Software Engineering (BASE),Common Core English,ELA,2022,67.2,13,0.0,100.0,0.0,0.0,39,Career Technical,1.0,0.0,12.0,85.0,29.0,12.0,1.0,76.0,14.0,14.0,14.0,BRONX ACAD FOR SOFTWARE ENGINEERING,800000077822.0,40.855392,-73.882487,10458,Fordham - Bronx Park
72X264,Bronx Academy for Software Engineering (BASE),Living Environment,Living_Env,2022,64.82,59,22.03,77.97,0.0,0.0,39,Career Technical,1.0,0.0,12.0,85.0,29.0,12.0,1.0,76.0,14.0,14.0,14.0,BRONX ACAD FOR SOFTWARE ENGINEERING,800000077822.0,40.855392,-73.882487,10458,Fordham - Bronx Park
72X264,Bronx Academy for Software Engineering (BASE),Common Core Algebra,Algebra_I,2022,53.77,75,24.0,76.0,0.0,0.0,39,Career Technical,1.0,0.0,12.0,85.0,29.0,12.0,1.0,76.0,14.0,14.0,14.0,BRONX ACAD FOR SOFTWARE ENGINEERING,800000077822.0,40.855392,-73.882487,10458,Fordham - Bronx Park
72X265,Brooklyn Lab School,Living Environment,Living_Env,2022,57.65,65,23.08,76.92,0.0,0.0,23,General Academic,0.0,0.0,15.0,87.0,31.0,8.0,1.0,76.0,,19.0,19.0,BRONX LAB SCHOOL,800000057982.0,40.693002,-73.869305,11208,East New York
72X265,Brooklyn Lab School,Common Core Algebra,Algebra_I,2022,55.46,98,33.67,66.33,0.0,0.0,23,General Academic,0.0,0.0,15.0,87.0,31.0,8.0,1.0,76.0,,19.0,,BRONX LAB SCHOOL,800000057982.0,40.693002,-73.869305,11208,East New York
72X265,Brooklyn Lab School,Common Core English,ELA,2022,57.13,136,25.0,61.03,13.97,0.0,23,General Academic,0.0,0.0,15.0,87.0,31.0,8.0,1.0,76.0,,19.0,19.0,BRONX LAB SCHOOL,800000057982.0,40.693002,-73.869305,11208,East New York
73K639,Brooklyn Lab School,Living Environment,Living_Env,2022,57.65,65,23.08,76.92,0.0,0.0,27,General Academic,0.0,0.0,27.0,86.0,23.0,12.0,1.0,85.0,21.0,19.0,19.0,BROOKLYN LAB SCHOOL,800000062339.0,40.693002,-73.869305,11208,East New York
73K639,Brooklyn Lab School,Common Core Algebra,Algebra_I,2022,55.46,98,33.67,66.33,0.0,0.0,27,General Academic,0.0,0.0,27.0,86.0,23.0,12.0,1.0,85.0,21.0,19.0,21.0,BROOKLYN LAB SCHOOL,800000062339.0,40.693002,-73.869305,11208,East New York
73K639,Brooklyn Lab School,Common Core English,ELA,2022,57.13,136,25.0,61.03,13.97,0.0,27,General Academic,0.0,0.0,27.0,86.0,23.0,12.0,1.0,85.0,21.0,19.0,20.0,BROOKLYN LAB SCHOOL,800000062339.0,40.693002,-73.869305,11208,East New York
72X268,Kingsbridge International High School,Common Core Algebra,Algebra_I,2022,53.5,71,0.0,100.0,0.0,0.0,18,General Academic,0.0,0.0,95.0,97.0,6.0,39.0,1.0,80.0,18.0,17.0,18.0,KINGSBRIDGE INTERNATIONAL HS,800000059085.0,40.869061,-73.897066,10468,Fordham - Bronx Park
72X270,Academy for Scholarship and Entrepreneurship: A College Board School,Living Environment,Living_Env,2022,61.2,28,100.0,0.0,0.0,0.0,28,General Academic,0.0,0.0,4.0,87.0,20.0,9.0,1.0,92.0,14.0,9.0,9.0,ACAD-SCHOLARSHIP & ENTREPRENEURSHIP,800000059071.0,40.888242,-73.852714,10466,Northeast Bronx
72X270,Academy for Scholarship and Entrepreneurship: A College Board School,Common Core English,ELA,2022,67.8,80,75.0,25.0,0.0,0.0,28,General Academic,0.0,0.0,4.0,87.0,20.0,9.0,1.0,92.0,14.0,9.0,11.5,ACAD-SCHOLARSHIP & ENTREPRENEURSHIP,800000059071.0,40.888242,-73.852714,10466,Northeast Bronx
72X270,Academy for Scholarship and Entrepreneurship: A College Board School,Common Core Algebra,Algebra_I,2022,56.14,82,65.85,34.15,0.0,0.0,28,General Academic,0.0,0.0,4.0,87.0,20.0,9.0,1.0,92.0,14.0,9.0,14.0,ACAD-SCHOLARSHIP & ENTREPRENEURSHIP,800000059071.0,40.888242,-73.852714,10466,Northeast Bronx
72X275,High School of Computers and Technology,Common Core English,ELA,2022,66.44,86,39.53,52.33,8.14,0.0,35,Career Technical,1.0,0.0,11.0,80.0,29.0,7.0,1.0,86.0,18.0,23.0,20.5,HIGH SCHOOL-COMPUTERS & TECHNOLOGY,800000058028.0,40.875172,-73.861649,10467,Fordham - Bronx Park
72X275,High School of Computers and Technology,Living Environment,Living_Env,2022,64.25,94,31.91,61.7,6.38,0.0,35,Career Technical,1.0,0.0,11.0,80.0,29.0,7.0,1.0,86.0,18.0,23.0,23.0,HIGH SCHOOL-COMPUTERS & TECHNOLOGY,800000058028.0,40.875172,-73.861649,10467,Fordham - Bronx Park
72X275,High School of Computers and Technology,Common Core Algebra,Algebra_I,2022,60.96,105,39.05,60.95,0.0,0.0,35,Career Technical,1.0,0.0,11.0,80.0,29.0,7.0,1.0,86.0,18.0,23.0,18.0,HIGH SCHOOL-COMPUTERS & TECHNOLOGY,800000058028.0,40.875172,-73.861649,10467,Fordham - Bronx Park
72X282,Women's Academy of Excellence,Living Environment,Living_Env,2022,57.6,14,0.0,100.0,0.0,0.0,17,General Academic,0.0,0.0,25.0,92.0,21.0,13.0,1.0,82.0,5.0,13.0,13.0,WOMEN'S ACADEMY OF EXCELLENCE,800000058110.0,40.815043,-73.85607,10473,Pelham - Throgs Neck
72X282,Women's Academy of Excellence,Common Core Algebra,Algebra_I,2022,52.66,41,26.83,53.66,19.51,0.0,17,General Academic,0.0,0.0,25.0,92.0,21.0,13.0,1.0,82.0,5.0,13.0,5.0,WOMEN'S ACADEMY OF EXCELLENCE,800000058110.0,40.815043,-73.85607,10473,Pelham - Throgs Neck
72X282,Women's Academy of Excellence,Common Core English,ELA,2022,51.8,64,39.06,43.75,0.0,17.19,17,General Academic,0.0,0.0,25.0,92.0,21.0,13.0,1.0,82.0,5.0,13.0,9.0,WOMEN'S ACADEMY OF EXCELLENCE,800000058110.0,40.815043,-73.85607,10473,Pelham - Throgs Neck
72X284,Bronx School of Law and Finance,Common Core English,ELA,2022,69.57,57,17.54,82.46,0.0,0.0,25,General Academic,0.0,0.0,15.0,90.0,22.0,15.0,1.0,79.0,18.0,20.0,19.0,BRONX SCHOOL OF LAW & FINANCE,800000057985.0,40.877379,-73.912686,10463,Kingsbridge - Riverdale
72X284,Bronx School of Law and Finance,Living Environment,Living_Env,2022,60.08,63,26.98,73.02,0.0,0.0,25,General Academic,0.0,0.0,15.0,90.0,22.0,15.0,1.0,79.0,18.0,20.0,20.0,BRONX SCHOOL OF LAW & FINANCE,800000057985.0,40.877379,-73.912686,10463,Kingsbridge - Riverdale
72X284,Bronx School of Law and Finance,Common Core Algebra,Algebra_I,2022,57.74,65,29.23,70.77,0.0,0.0,25,General Academic,0.0,0.0,15.0,90.0,22.0,15.0,1.0,79.0,18.0,20.0,18.0,BRONX SCHOOL OF LAW & FINANCE,800000057985.0,40.877379,-73.912686,10463,Kingsbridge - Riverdale
72X288,Collegiate Institute for Math and Science,Living Environment,Living_Env,2022,73.57,84,34.52,50.0,0.0,15.48,32,General Academic,0.0,0.0,7.0,80.0,21.0,8.0,1.0,90.0,27.0,25.0,25.0,COLLEGIATE INST FOR MATH & SCI,800000058009.0,40.860443,-73.860729,10469,Northeast Bronx
72X288,Collegiate Institute for Math and Science,Common Core English,ELA,2022,79.0,89,37.08,41.57,0.0,21.35,32,General Academic,0.0,0.0,7.0,80.0,21.0,8.0,1.0,90.0,27.0,25.0,26.0,COLLEGIATE INST FOR MATH & SCI,800000058009.0,40.860443,-73.860729,10469,Northeast Bronx
72X288,Collegiate Institute for Math and Science,Common Core Algebra,Algebra_I,2022,66.14,95,32.63,51.58,15.79,0.0,32,General Academic,0.0,0.0,7.0,80.0,21.0,8.0,1.0,90.0,27.0,25.0,27.0,COLLEGIATE INST FOR MATH & SCI,800000058009.0,40.860443,-73.860729,10469,Northeast Bronx
72X290,Bronx Academy of Health Careers,Living Environment,Living_Env,2022,62.81,67,41.79,58.21,0.0,0.0,26,General Academic,0.0,0.0,15.0,89.0,23.0,14.0,1.0,88.0,27.0,26.0,26.0,BRONX ACADEMY OF HEALTH CAREERS,800000057978.0,40.875172,-73.861649,10467,Fordham - Bronx Park
72X290,Bronx Academy of Health Careers,Common Core Algebra,Algebra_I,2022,54.51,72,41.67,58.33,0.0,0.0,26,General Academic,0.0,0.0,15.0,89.0,23.0,14.0,1.0,88.0,27.0,26.0,27.0,BRONX ACADEMY OF HEALTH CAREERS,800000057978.0,40.875172,-73.861649,10467,Fordham - Bronx Park
72X290,Bronx Academy of Health Careers,Common Core English,ELA,2022,62.03,80,36.25,63.75,0.0,0.0,26,General Academic,0.0,0.0,15.0,89.0,23.0,14.0,1.0,88.0,27.0,26.0,26.5,BRONX ACADEMY OF HEALTH CAREERS,800000057978.0,40.875172,-73.861649,10467,Fordham - Bronx Park
72X293,Renaissance High School for Musical Theater and the Arts,Living Environment,Living_Env,2022,64.39,72,22.22,77.78,0.0,0.0,34,General Academic,0.0,0.0,6.0,80.0,27.0,5.0,1.0,79.0,17.0,18.0,18.0,RENAISSANCE HIGH SCHOOL-MTA,800000058068.0,40.839775,-73.839583,10461,Pelham - Throgs Neck
72X293,Renaissance High School for Musical Theater and the Arts,Common Core Algebra,Algebra_I,2022,55.75,75,22.67,77.33,0.0,0.0,34,General Academic,0.0,0.0,6.0,80.0,27.0,5.0,1.0,79.0,17.0,18.0,17.0,RENAISSANCE HIGH SCHOOL-MTA,800000058068.0,40.839775,-73.839583,10461,Pelham - Throgs Neck
72X297,Morris Academy for Collaborative Studies,Living Environment,Living_Env,2022,71.02,79,24.05,75.95,0.0,0.0,38,General Academic,0.0,0.0,12.0,95.0,27.0,8.0,1.0,81.0,17.0,22.0,22.0,MORRIS ACADEMY FOR COLLA STUDIES,800000058048.0,40.827455,-73.90392,10456,High Bridge - Morrisania
72X297,Morris Academy for Collaborative Studies,Common Core Algebra,Algebra_I,2022,64.28,150,24.67,75.33,0.0,0.0,38,General Academic,0.0,0.0,12.0,95.0,27.0,8.0,1.0,81.0,17.0,22.0,17.0,MORRIS ACADEMY FOR COLLA STUDIES,800000058048.0,40.827455,-73.90392,10456,High Bridge - Morrisania
72X297,Morris Academy for Collaborative Studies,Common Core English,ELA,2022,72.84,179,22.91,77.09,0.0,0.0,38,General Academic,0.0,0.0,12.0,95.0,27.0,8.0,1.0,81.0,17.0,22.0,19.5,MORRIS ACADEMY FOR COLLA STUDIES,800000058048.0,40.827455,-73.90392,10456,High Bridge - Morrisania
72X299,Astor Collegiate Academy,Living Environment,Living_Env,2022,69.74,44,36.36,38.64,25.0,0.0,32,General Academic,0.0,0.0,13.0,84.0,22.0,9.0,1.0,84.0,23.0,24.0,24.0,ASTOR COLLEGIATE ACADEMY,800000057977.0,40.860443,-73.860729,10469,Northeast Bronx
72X299,Astor Collegiate Academy,Common Core English,ELA,2022,65.77,85,40.0,43.53,0.0,16.47,32,General Academic,0.0,0.0,13.0,84.0,22.0,9.0,1.0,84.0,23.0,24.0,23.5,ASTOR COLLEGIATE ACADEMY,800000057977.0,40.860443,-73.860729,10469,Northeast Bronx
72X299,Astor Collegiate Academy,Common Core Algebra,Algebra_I,2022,62.83,92,25.0,58.7,16.3,0.0,32,General Academic,0.0,0.0,13.0,84.0,22.0,9.0,1.0,84.0,23.0,24.0,23.0,ASTOR COLLEGIATE ACADEMY,800000057977.0,40.860443,-73.860729,10469,Northeast Bronx
72X312,Millennium Art Academy,Common Core English,ELA,2022,62.21,46,30.43,69.57,0.0,0.0,36,General Academic,0.0,0.0,5.0,83.0,23.0,10.0,1.0,78.0,18.0,28.0,23.0,MILLENIUM ART ACADEMY,800000058047.0,40.821218,-73.85593,10473,Pelham - Throgs Neck
72X312,Millennium Art Academy,Common Core Algebra,Algebra_I,2022,67.69,68,22.06,77.94,0.0,0.0,36,General Academic,0.0,0.0,5.0,83.0,23.0,10.0,1.0,78.0,18.0,28.0,18.0,MILLENIUM ART ACADEMY,800000058047.0,40.821218,-73.85593,10473,Pelham - Throgs Neck
72X320,Pelham Lab High School,Living Environment,Living_Env,2022,65.31,51,23.53,76.47,0.0,0.0,29,General Academic,0.0,0.0,12.0,80.0,28.0,4.0,1.0,80.0,20.0,21.0,21.0,PELHAM LAB HIGH SCHOOL,800000077814.0,40.839775,-73.839583,10461,Pelham - Throgs Neck
72X320,Pelham Lab High School,Common Core Algebra,Algebra_I,2022,51.48,61,21.31,78.69,0.0,0.0,29,General Academic,0.0,0.0,12.0,80.0,28.0,4.0,1.0,80.0,20.0,21.0,20.0,PELHAM LAB HIGH SCHOOL,800000077814.0,40.839775,-73.839583,10461,Pelham - Throgs Neck
72X329,DreamYard Preparatory School,Living Environment,Living_Env,2022,63.1,71,30.99,69.01,0.0,0.0,26,General Academic,0.0,0.0,22.0,93.0,30.0,20.0,1.0,80.0,23.0,23.0,23.0,DREAMYARD PREPARATORY SCHOOL,800000059616.0,40.839307,-73.911366,10457,Crotona - Tremont
72X329,DreamYard Preparatory School,Common Core Algebra,Algebra_I,2022,57.73,93,31.18,68.82,0.0,0.0,26,General Academic,0.0,0.0,22.0,93.0,30.0,20.0,1.0,80.0,23.0,23.0,23.0,DREAMYARD PREPARATORY SCHOOL,800000059616.0,40.839307,-73.911366,10457,Crotona - Tremont
72X329,DreamYard Preparatory School,Common Core English,ELA,2022,73.24,110,28.18,71.82,0.0,0.0,26,General Academic,0.0,0.0,22.0,93.0,30.0,20.0,1.0,80.0,23.0,23.0,23.0,DREAMYARD PREPARATORY SCHOOL,800000059616.0,40.839307,-73.911366,10457,Crotona - Tremont
72X334,International Community High School,Common Core English,ELA,2022,54.57,77,18.18,81.82,0.0,0.0,27,General Academic,0.0,0.0,95.0,98.0,10.0,30.0,1.0,83.0,17.0,,17.0,INTERNATIONAL COMMUNITY HIGH SCHOOL,800000059630.0,40.810314,-73.918774,10454,Hunts Point - Mott Haven
72X348,Schuylerville Preparatory High School,Living Environment,Living_Env,2022,59.06,62,25.81,61.29,0.0,12.9,27,General Academic,0.0,0.0,21.0,77.0,24.0,6.0,1.0,78.0,30.0,30.0,30.0,SCHUYLERVILLE PREP HS,800000077815.0,40.839775,-73.839583,10461,Pelham - Throgs Neck
72X348,Schuylerville Preparatory High School,Common Core Algebra,Algebra_I,2022,52.39,66,30.3,56.06,0.0,13.64,27,General Academic,0.0,0.0,21.0,77.0,24.0,6.0,1.0,78.0,30.0,30.0,30.0,SCHUYLERVILLE PREP HS,800000077815.0,40.839775,-73.839583,10461,Pelham - Throgs Neck
72X348,Schuylerville Preparatory High School,Common Core English,ELA,2022,64.36,133,23.31,63.16,0.0,13.53,27,General Academic,0.0,0.0,21.0,77.0,24.0,6.0,1.0,78.0,30.0,30.0,30.0,SCHUYLERVILLE PREP HS,800000077815.0,40.839775,-73.839583,10461,Pelham - Throgs Neck
72X349,Bronx River High School,Living Environment,Living_Env,2022,62.72,84,13.1,75.0,11.9,0.0,35,General Academic,0.0,0.0,13.0,80.0,24.0,4.0,1.0,88.0,16.0,11.0,11.0,BRONX RIVER HIGH SCHOOL,800000077816.0,40.839775,-73.839583,10461,Pelham - Throgs Neck
72X349,Bronx River High School,Common Core Algebra,Algebra_I,2022,62.53,95,14.74,73.68,11.58,0.0,35,General Academic,0.0,0.0,13.0,80.0,24.0,4.0,1.0,88.0,16.0,11.0,16.0,BRONX RIVER HIGH SCHOOL,800000077816.0,40.839775,-73.839583,10461,Pelham - Throgs Neck
