DBN,Location_Code,School_Name,latitude,longitude,formatted_address,ZIP Code,Neighborhood,Borough_Code_Derived,Borough_Derived,District_Derived
73K643,K643,BROOKLYN DEMOCRACY ACADEMY,40.655644,-73.906662,985 ROCKAWAY AVENUE,11212,Bedford Stuyvesant - Crown Heights,K,Brooklyn,73
73K646,K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,40.669561,-73.955188,402 EASTERN PARKWAY,11225,East Flatbush - Flatbush,K,Brooklyn,73
73K659,K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,40.693002,-73.869305,999 JAMAICA AVENUE,11208,East New York,K,Brooklyn,73
73K660,K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH,40.673766,-73.895976,145 PENNSYLVANIA AVENUE,11207,East New York,K,Brooklyn,73
73K667,K667,SUNSET PARK HIGH SCHOOL,40.655583,-74.004342,153 35 STREET,11232,Sunset Park,K,Brooklyn,73
73K670,K670,BENJAMIN BANNEKER ACADEMY,40.695389,-73.968759,71-77 CLINTON AVENUE,11205,Downtown - Heights - Park Slope,K,Brooklyn,73
73K683,K683,SCHOOL FOR CLASSICS HIGH SCHOOL,40.67002,-73.874537,370 FOUNTAIN AVENUE,11208,East New York,K,Brooklyn,73
73K697,K697,TEACHERS PREPARATORY HIGH SCHOOL,40.665568,-73.912102,226 BRISTOL STREET,11212,Bedford Stuyvesant - Crown Heights,K,Brooklyn,73
73K745,K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,40.658671,-73.943839,600 KINGSTON AVENUE,11203,East Flatbush - Flatbush,K,Brooklyn,73
73K751,K751,ACADEMY FOR HEALTH CAREERS,40.675905,-73.939282,150 ALBANY AVENUE,11213,Bedford Stuyvesant - Crown Heights,K,Brooklyn,73
73K764,K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTH,40.693002,-73.869305,999 JAMAICA AVENUE,11208,East New York,K,Brooklyn,73
73K765,K765,NELSON MANDELA HIGH SCHOOL,40.678478,-73.931604,1700 FULTON STREET,11213,Bedford Stuyvesant - Crown Heights,K,Brooklyn,73
76K344,K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,40.582518,-73.972009,521 WEST AVENUE,11224,Coney Island - Sheepshead Bay ,K,Brooklyn,76
76K410,K410,ABRAHAM LINCOLN HIGH SCHOOL,40.582627,-73.968733,2800 OCEAN PARKWAY,11235,Coney Island - Sheepshead Bay ,K,Brooklyn,76
76K423,K423,BROOKLYN FRONTIERS HIGH SCHOOL,40.690007,-73.989369,112 SCHERMERHORN STREET,11201,Downtown - Heights - Park Slope,K,Brooklyn,76
76K429,K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,40.685006,-73.993293,284 BALTIC STREET,11201,Downtown - Heights - Park Slope,K,Brooklyn,76
76K430,K430,BROOKLYN TECHNICAL HIGH SCHOOL,40.688896,-73.976435,29 FT GREENE PLACE,11217,Downtown - Heights - Park Slope,K,Brooklyn,76
76K449,K449,BROOKLYN LATIN SCHOOL  THE,40.709765,-73.944463,223 GRAHAM AVENUE,11206,Williamsburg - Bushwick,K,Brooklyn,76
76K454,K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,40.709765,-73.944463,223 GRAHAM AVENUE,11206,Williamsburg - Bushwick,K,Brooklyn,76
76K455,K455,BOYS AND GIRLS HIGH SCHOOL,40.678478,-73.931604,1700 FULTON STREET,11213,Bedford Stuyvesant - Crown Heights,K,Brooklyn,76
76K462,K462,JOHN JAY SCHOOL FOR LAW,40.669255,-73.97858,237 7 AVENUE,11215,Downtown - Heights - Park Slope,K,Brooklyn,76
76K463,K463,CYBERARTS STUDIO ACADEMY,40.669255,-73.97858,237 7 AVENUE,11215,Downtown - Heights - Park Slope,K,Brooklyn,76
76K474,K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint,K,Brooklyn,76
76K477,K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,40.711134,-73.938921,850 GRAND STREET,11211,Greenpoint,K,Brooklyn,76
76K483,K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,40.694629,-73.988323,283 ADAMS STREET,11201,Downtown - Heights - Park Slope,K,Brooklyn,76
76K485,K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLO,40.636721,-74.023419,350 67 STREET,11220,Sunset Park,K,Brooklyn,76
76K490,K490,FORT HAMILTON HIGH SCHOOL,40.626827,-74.038103,8301 SHORE ROAD,11209,Bensonhurst - Bay Ridge,K,Brooklyn,76
76K498,K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,40.688399,-73.920603,1396 BROADWAY,11221,Williamsburg - Bushwick,K,Brooklyn,76
76K519,K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,40.684869,-73.990884,347 BALTIC STREET,11201,Downtown - Heights - Park Slope,K,Brooklyn,76
76K558,K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,40.715561,-73.954815,257 N 6 STREET,11211,Greenpoint,K,Brooklyn,76
76K559,K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,40.593028,-73.986313,2630 BENSON AVENUE,11214,Bensonhurst - Bay Ridge,K,Brooklyn,76
76K561,K561,WILLIAMSBURG PREPARATORY SCHOOL,40.715561,-73.954815,257 N 6 STREET,11211,Greenpoint,K,Brooklyn,76
76K605,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,40.695444,-73.986105,105 TECH PLACE,11201,Downtown - Heights - Park Slope,K,Brooklyn,76
76K620,K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HI,40.583263,-73.963764,25 BRIGHTON 4 ROAD,11235,Coney Island - Sheepshead Bay ,K,Brooklyn,76
76K656,K656,BROOKLYN HIGH SCHOOL OF THE ARTS,40.683951,-73.980266,345 DEAN STREET,11217,Downtown - Heights - Park Slope,K,Brooklyn,76
76K669,K669,RESEARCH AND SERVICE HIGH SCHOOL,40.678478,-73.931604,1700 FULTON STREET,11213,Bedford Stuyvesant - Crown Heights,K,Brooklyn,76
76K688,K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,40.691467,-73.932254,125 STUYVESANT AVENUE,11221,Williamsburg - Bushwick,K,Brooklyn,76
76K728,K728,LIBERATION DIPLOMA PLUS,40.576976,-73.985413,2865 WEST 19 STREET,11224,Coney Island - Sheepshead Bay ,K,Brooklyn,76
76R047,R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,40.581958,-74.159343,100 ESSEX DRIVE,10314,Willowbrook,R,Staten Island,76
76R064,R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,40.581958,-74.159343,100 ESSEX DRIVE,10314,Willowbrook,R,Staten Island,76
76R440,R440,NEW DORP HIGH SCHOOL,40.570909,-74.105878,465 NEW DORP LANE,10306,South Beach - Tottenville ,R,Staten Island,76
76R445,R445,PORT RICHMOND HIGH SCHOOL,40.635562,-74.141924,85 ST JOSEPHS AVENUE,10302,Port Richmond,R,Staten Island,76
76R450,R450,CURTIS HIGH SCHOOL,40.645436,-74.082149,105 HAMILTON AVENUE,10301,Stapleton - St. George,R,Staten Island,76
76R455,R455,TOTTENVILLE HIGH SCHOOL,40.528152,-74.193431,100 LUTEN AVENUE,10312,South Beach - Tottenville ,R,Staten Island,76
76R460,R460,SUSAN E. WAGNER HIGH SCHOOL,40.588985,-74.130819,1200 MANOR ROAD,10314,Willowbrook,R,Staten Island,76
76R470,R470,CONCORD HIGH SCHOOL,40.61062,-74.087072,109 RHINE AVENUE,10304,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,101 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,106 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,107 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,108 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,109 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,110 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,111 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,112 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,113 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,114 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,115 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,116 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,117 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R600,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,40.64282,-74.079263,118 BELMONT PLACE,10301,Stapleton - St. George,R,Staten Island,76
76R605,R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,40.568299,-74.117086,485 CLAWSON STREET,10306,South Beach - Tottenville ,R,Staten Island,76
77Q240,Q240,VERITAS ACADEMY,40.764892,-73.826811,35-01 UNION STREET,11354,Flushing - Clearview,Q,Queens,77
77Q241,Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,40.764892,-73.826811,35-01 UNION STREET,11354,Flushing - Clearview,Q,Queens,77
77Q243,Q243,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT,40.698786,-73.74633,207- 01 116 AVENUE,11411,Southeast Queens,Q,Queens,77
77Q248,Q248,QUEENS PREPARATORY ACADEMY,40.66903,-73.757744,143-10 SPRINGFIELD BOULEVARD,11413,Southeast Queens,Q,Queens,77
77Q258,Q258,ENERGY TECH HIGH SCHOOL,40.756471,-73.932628,36-41 28 STREET,11106,Long Island City - Astoria,Q,Queens,77
77Q260,Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,40.601537,-73.763995,8-21 BAY 25 STREET,11691,Rockaway,Q,Queens,77
77Q261,Q261,VOYAGES PREP - SOUTH QUEENS,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica,Q,Queens,77
77Q263,Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,40.759963,-73.818399,144-80 BARCLAY AVENUE,11355,Flushing - Clearview,Q,Queens,77
77Q264,Q264,ACADEMY OF FINANCE AND ENTERPRISE,40.744175,-73.937004,30-20 THOMSON AVENUE,11101,Long Island City - Astoria,Q,Queens,77
77Q265,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,40.66903,-73.757744,143-10 SPRINGFIELD BOULEVARD,11413,Southeast Queens,Q,Queens,77
77Q267,Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,40.744175,-73.937004,30-20 THOMSON AVENUE,11101,Long Island City - Astoria,Q,Queens,77
77Q272,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,40.66903,-73.757744,143-10 SPRINGFIELD BOULEVARD,11413,Southeast Queens,Q,Queens,77
77Q293,Q293,CIVIC LEADERSHIP ACADEMY,40.743228,-73.871505,45-10 94 STREET,11373,West Queens,Q,Queens,77
77Q301,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,40.742964,-73.959183,1-50 51 AVENUE,11101,Long Island City - Astoria,Q,Queens,77
77Q302,Q302,QUEENS HIGH SCHOOL FOR INFORMATION  RESEARCH  AND,40.601537,-73.763995,8-21 BAY 25 STREET,11691,Rockaway,Q,Queens,77
77Q308,Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,40.670905,-73.845992,138-30 LAFAYETTE STREET,11417,Southwest Queens,Q,Queens,77
77Q313,Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM,40.698786,-73.74633,207- 01 116 AVENUE,11411,Southeast Queens,Q,Queens,77
77Q314,Q314,EPIC HIGH SCHOOL - SOUTH,40.675021,-73.81673,121-10 ROCKAWAY BOULEVARD,11420,Southwest Queens,Q,Queens,77
77Q315,Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,40.733888,-73.739726,230-17 HILLSIDE AVENUE,11427,Southeast Queens,Q,Queens,77
77Q324,Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,40.586012,-73.825317,100-00 BEACH CHANNEL DRIVE,11694,Rockaway,Q,Queens,77
77Q325,Q325,HILLSIDE ARTS & LETTERS ACADEMY,40.714551,-73.798658,167-01 GOTHIC DRIVE,11432,Jamaica,Q,Queens,77
77Q326,Q326,CAMBRIA HEIGHTS ACADEMY,40.711857,-73.771196,188-04 91 AVENUE,11432,Jamaica,Q,Queens,77
77Q328,Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,40.714551,-73.798658,167-01 GOTHIC DRIVE,11432,Jamaica,Q,Queens,77
77Q334,Q334,EPIC HIGH SCHOOL - NORTH,40.693013,-73.829409,94-25 117 STREET,11418,Southwest Queens,Q,Queens,77
77Q338,Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,40.708204,-73.799532,162-02 HILLSIDE AVENUE,11432,Jamaica,Q,Queens,77
77Q350,Q350,JAMAICA GATEWAY TO THE SCIENCES,40.714551,-73.798658,167-01 GOTHIC DRIVE,11432,Jamaica,Q,Queens,77
77Q351,Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL,40.586012,-73.825317,100-00 BEACH CHANNEL DRIVE,11694,Rockaway,Q,Queens,77
77Q400,Q400,AUGUST MARTIN HIGH SCHOOL,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica,Q,Queens,77
77Q415,Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,40.752343,-73.757271,57-00 223 STREET,11364,Bayside - Little Neck,Q,Queens,77
77Q425,Q425,JOHN BOWNE HIGH SCHOOL,40.737448,-73.823841,63-25 MAIN STREET,11367,Fresh Meadows,Q,Queens,77
77Q430,Q430,FRANCIS LEWIS HIGH SCHOOL,40.740875,-73.795049,58-20 UTOPIA PARKWAY,11365,Fresh Meadows,Q,Queens,77
77Q435,Q435,MARTIN VAN BUREN HIGH SCHOOL,40.733888,-73.739726,230-17 HILLSIDE AVENUE,11427,Southeast Queens,Q,Queens,77
77Q440,Q440,FOREST HILLS HIGH SCHOOL,40.730017,-73.843972,67-01 110 STREET,11375,Ridgewood - Forest Hills,Q,Queens,77
77Q445,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,40.757072,-73.911165,48-10 31 AVENUE,11103,Long Island City - Astoria,Q,Queens,77
77Q450,Q450,LONG ISLAND CITY HIGH SCHOOL,40.765881,-73.933907,14-30 BROADWAY,11106,Long Island City - Astoria,Q,Queens,77
77Q455,Q455,NEWTOWN HIGH SCHOOL,40.740824,-73.874129,48-01 90 STREET,11373,West Queens,Q,Queens,77
77Q460,Q460,FLUSHING HIGH SCHOOL,40.764892,-73.826811,35-01 UNION STREET,11354,Flushing - Clearview,Q,Queens,77
77Q475,Q475,RICHMOND HILL HIGH SCHOOL,40.695171,-73.833815,89-30 114 STREET,11418,Southwest Queens,Q,Queens,77
77Q480,Q480,JOHN ADAMS HIGH SCHOOL,40.680065,-73.838616,101-01 ROCKAWAY BOULEVARD,11417,Southwest Queens,Q,Queens,77
77Q485,Q485,GROVER CLEVELAND HIGH SCHOOL,40.711881,-73.909202,21-27 HIMROD STREET,11385,Ridgewood - Forest Hills,Q,Queens,77
77Q492,Q492,MATHEMATICS  SCIENCE RESEARCH AND TECHNOLOGY MAGNE,40.69863168,-73.74520533,207-01 116 AVENUE,11411,Southeast Queens,Q,Queens,77
77Q492,Q492,MATHEMATICS  SCIENCE RESEARCH AND TECHNOLOGY MAGNE,40.695875,-73.915217,231 PALMETTO STREET,11221,Williamsburg - Bushwick,Q,Queens,77
77Q492,Q492,MATHEMATICS  SCIENCE RESEARCH AND TECHNOLOGY MAGNE,40.698786,-73.74633,207-01 116 AVENUE,11411,Southeast Queens,Q,Queens,77
77Q495,Q495,BAYSIDE HIGH SCHOOL,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck,Q,Queens,77
77Q501,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,40.756099,-73.925182,35-12 35 AVENUE,11106,Long Island City - Astoria,Q,Queens,77
77Q502,Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,40.748502,-73.946488,21-16 44 ROAD,11101,Long Island City - Astoria,Q,Queens,77
77Q505,Q505,HILLCREST HIGH SCHOOL,40.709461,-73.803001,160-05 HIGHLAND AVENUE,11432,Jamaica,Q,Queens,77
77Q520,Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,40.743253,-73.933316,45-35 VAN DAM STREET,11101,Long Island City - Astoria,Q,Queens,77
77Q525,Q525,TOWNSEND HARRIS HIGH SCHOOL,40.737038,-73.821532,149-11 MELBOURNE AVENUE,11367,Fresh Meadows,Q,Queens,77
77Q530,Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,40.743253,-73.933316,45-35 VAN DAM STREET,11101,Long Island City - Astoria,Q,Queens,77
77Q550,Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,40.737673,-73.853412,105-25 HORACE HARDING EXPRESSWAY N,11368,West Queens,Q,Queens,77
77Q555,Q555,NEWCOMERS HIGH SCHOOL,40.751838,-73.936592,28-01 41 AVENUE,11101,Long Island City - Astoria,Q,Queens,77
77Q566,Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBERAL ARTS AND T,40.744197,-73.728834,74-20 COMMONWEALTH BOULEVARD,11426,Southeast Queens,Q,Queens,77
77Q575,Q575,ACADEMY OF AMERICAN STUDIES,40.751144,-73.937564,28-04 41 AVENUE,11101,Long Island City - Astoria,Q,Queens,77
77Q585,Q585,MASPETH HIGH SCHOOL,40.729104,-73.887909,54-40 74 STREET,11378,West Queens,Q,Queens,77
77Q600,Q600,QUEENS TECHNICAL HIGH SCHOOL,40.741658,-73.927995,37-02 47 AVENUE,11101,Long Island City - Astoria,Q,Queens,77
77Q610,Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria,Q,Queens,77
77Q620,Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,40.716071,-73.799692,165-65 84 AVENUE,11432,Jamaica,Q,Queens,77
77Q650,Q650,HIGH SCHOOL FOR CONSTRUCTION TRADES  ENGINEERING A,40.689177,-73.841475,94-06 104 STREET,11416,Southwest Queens,Q,Queens,77
77Q670,Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,40.72528,-73.811408,75-40 PARSONS BOULEVARD,11366,Fresh Meadows,Q,Queens,77
77Q686,Q686,QUEENS METROPOLITAN HIGH SCHOOL,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica,Q,Queens,77
77Q687,Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,40.700884,-73.798364,94-50 159 STREET,11433,Jamaica,Q,Queens,77
77Q690,Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,40.685838,-73.783438,116-25 GUY R BREWER BOULEVARD,11434,Jamaica,Q,Queens,77
77Q744,Q744,VOYAGES PREPARATORY,40.743228,-73.871505,45-10 94 STREET,11373,West Queens,Q,Queens,77
02M422,M422,QUEST TO LEARN,40.743407,-74.00254,351 WEST 18 STREET,10011,Chelsea - Clinton,M,Manhattan,2
04M372,M372,ESPERANZA PREPARATORY ACADEMY,40.792556,-73.942285,240 EAST 109 STREET,10029,East Harlem,M,Manhattan,4
06M293,M293,CITY COLLEGE ACADEMY OF THE ARTS,40.860951,-73.930082,4600 BROADWAY,10040,Washington Heights - Inwood,M,Manhattan,6
06M346,M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,40.833695,-73.942074,504 WEST 158\ STREET,10032,Washington Heights - Inwood,M,Manhattan,6
07X223,X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,40.813612,-73.920851,360 EAST 145 STREET,10454,Hunts Point - Mott Haven,X,Bronx,7
08X367,X367,ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOG,40.815043,-73.85607,456 WHITE PLAINS ROAD,10473,Pelham - Throgs Neck,X,Bronx,8
09X327,X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,40.842503,-73.916084,1501 JEROME AVENUE,10457,Crotona - Tremont,X,Bronx,9
09X568,X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,40.848552,-73.909022,1865 MORRIS AVENUE,10453,Crotona - Tremont,X,Bronx,9
10X225,X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,40.854257,-73.897404,2225 WEBSTER AVENUE,10457,Crotona - Tremont,X,Bronx,10
10X368,X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),40.877935,-73.913694,2975 TIBBETT AVENUE,10463,Kingsbridge - Riverdale,X,Bronx,10
12X242,X242,MOTT HALL V,40.832508,-73.878191,1551 EAST 172 STREET,10472,Pelham - Throgs Neck,X,Bronx,12
19K422,K422,SPRING CREEK COMMUNITY SCHOOL,40.657266,-73.874064,1065 ELTON STREET,11239,Canarsie - Flatlands,K,Brooklyn,19
25Q285,Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,40.764884,-73.789365,34-65 192 STREET,11358,Flushing - Clearview,Q,Queens,25
27Q323,Q323,SCHOLARS' ACADEMY,40.584543,-73.825162,320 BEACH 104 STREET,11694,Rockaway,Q,Queens,27
28Q167,Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica,Q,Queens,28
29Q283,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,40.66903,-73.757744,143-10 SPRINGFIELD BOULEVARD,11413,Southeast Queens,Q,Queens,29
30Q286,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL  ASTORIA,40.770769,-73.92383,23-15 NEWTOWN AVENUE,11102,Long Island City - Astoria,Q,Queens,30
31R028,R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,40.620443,-74.080695,101 WARREN STREET,10304,Stapleton - St. George,R,Staten Island,31
31R085,R085,THE YOUNG WOMENS LEADERSHIP SCHOOL OF STATEN ISLA,40.708409,-73.804166,150-91 87 ROAD,11432,Jamaica,R,Staten Island,31
71M148,M148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,40.817228,-73.947151,6 EDGECOMBE AVENUE,10030,Central Harlem - Morningside Heights,M,Manhattan,71
71M408,M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,40.761327,-73.988665,328 WEST 48 STREET,10036,Chelsea - Clinton,M,Manhattan,71
71M450,M450,EAST SIDE COMMUNITY SCHOOL,40.729152,-73.982472,420 EAST 12 STREET,10009,Union Square - Lower East Side,M,Manhattan,71
71M499,M499,FREDERICK DOUGLASS ACADEMY,40.823988,-73.935746,2581 ADAM CLAYTON POWELL JR. BOULEVARD,10039,Central Harlem - Morningside Heights,M,Manhattan,71
71M610,M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,40.792932,-73.947171,105 EAST 106 STREET,10029,East Harlem,M,Manhattan,71
77Q896,Q896,YOUNG WOMEN'S LEADERSHIP SCHOOL  QUEENS,40.792932,-73.947171,105 EAST 106 STREET,10029,East Harlem,Q,Queens,77
71M670,M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,40.815237,-73.944299,200-214 WEST 135 STREET,10030,Central Harlem - Morningside Heights,M,Manhattan,71
72X221,X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,40.813612,-73.920851,360 EAST 145 STREET,10454,Hunts Point - Mott Haven,X,Bronx,72
72X231,X231,EAGLE ACADEMY FOR YOUNG MEN,40.845366,-73.897479,4143 THIRD AVENUE,10457,Crotona - Tremont,X,Bronx,72
73K644,K644,EAGLE ACADEMY FOR YOUNG MEN II,40.845366,-73.897479,4143 THIRD AVENUE,10457,Crotona - Tremont,K,Brooklyn,73
77Q327,Q327,EAGLE ACADEMY FOR YOUNG MEN III,40.845366,-73.897479,4143 THIRD AVENUE,10457,Crotona - Tremont,Q,Queens,77
72X241,X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont,X,Bronx,72
72X243,X243,WEST BRONX ACADEMY FOR THE FUTURE,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park,X,Bronx,72
72X267,X267,BRONX LATIN,40.826933,-73.900593,800 HOME STREET,10456,High Bridge - Morrisania,X,Bronx,72
72X269,X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,40.820388,-73.892961,928 SIMPSON STREET,10459,Hunts Point - Mott Haven,X,Bronx,72
72X271,X271,EAST BRONX ACADEMY FOR THE FUTURE,40.836821,-73.887688,1716 SOUTHERN BOULEVARD,10460,Crotona - Tremont,X,Bronx,72
72X342,X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,40.869061,-73.897066,2780 RESERVOIR AVENUE,10468,Fordham - Bronx Park,X,Bronx,72
72X376,X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOA,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck,X,Bronx,72
72X500,X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,40.814857,-73.912038,600 SAINT ANN'S AVENUE,10455,Hunts Point - Mott Haven,X,Bronx,72
72X505,X505,BRONX SCHOOL FOR LAW  GOVERNMENT AND JUSTICE,40.827461,-73.919024,244 EAST 163 STREET,10451,High Bridge - Morrisania,X,Bronx,72
72X551,X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,40.813681,-73.925995,339 MORRIS AVENUE,10451,High Bridge - Morrisania,X,Bronx,72
73K404,K404,ACADEMY FOR YOUNG WRITERS,40.657266,-73.874064,1065 ELTON STREET,11239,Canarsie - Flatlands,K,Brooklyn,73
73K409,K409,EAST NEW YORK FAMILY ACADEMY,40.673766,-73.895976,145 PENNSYLVANIA AVENUE,11207,East New York,K,Brooklyn,73
